Order Date,Ship Mode,Customer Name,Segment,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2014/8/14,Second Class,Theresa Swint,Corporate,West Allis,Wisconsin,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,241.96,2,0,24.196
2014/8/14,Second Class,Theresa Swint,Corporate,West Allis,Wisconsin,Office Supplies,Binders,Avery Round Ring Poly Binders,8.52,3,0,4.1748
2015/2/26,Standard Class,Michelle Huthwaite,Consumer,Chicago,Illinois,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396
2014/3/22,Standard Class,Dario Medina,Corporate,Houston,Texas,Furniture,Tables,Safco Drafting Table,99.372,2,0.3,-1.4196
2014/3/22,Standard Class,Dario Medina,Corporate,Houston,Texas,Office Supplies,Art,Prang Dustless Chalk Sticks,1.344,1,0.2,0.504
2013/12/8,Second Class,Joel Jenkins,Home Office,Houston,Texas,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,5,0.2,11.996
2012/12/16,Second Class,Ken Black,Corporate,Hialeah,Florida,Furniture,Chairs,Hon Olson Stacker Stools,1013.832,9,0.2,101.3832
2012/12/16,Second Class,Ken Black,Corporate,Hialeah,Florida,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.984,2,0.2,0.6696
2014/12/18,Standard Class,Charles McCrossin,Consumer,San Francisco,California,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2003.52,6,0.2,-325.572
2014/5/13,Standard Class,Filia McAdams,Corporate,Philadelphia,Pennsylvania,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624
2012/4/11,Second Class,Jay Kimmel,Consumer,Miami,Florida,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",6.912,3,0.2,2.3328
2012/4/11,Second Class,Jay Kimmel,Consumer,Miami,Florida,Technology,Accessories,Logitech Wireless Gaming Headset G930,383.976,3,0.2,81.5949
2012/4/11,Second Class,Jay Kimmel,Consumer,Miami,Florida,Office Supplies,Paper,Xerox 224,10.368,2,0.2,3.6288
2012/4/11,Second Class,Jay Kimmel,Consumer,Miami,Florida,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,335.944,7,0.2,41.993
2013/5/3,Standard Class,Julia Barnett,Home Office,Chula Vista,California,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0,106.5408
2015/12/1,Second Class,Parhena Norris,Home Office,Miami,Florida,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997
2015/2/17,Standard Class,Luke Foster,Consumer,New York City,New York,Office Supplies,Paper,Xerox 1912,37.94,2,0,18.2112
2013/7/9,Second Class,Matt Collins,Consumer,Philadelphia,Pennsylvania,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.982,3,0.4,40.4973
2015/8/1,Standard Class,Eugene Hildebrand,Home Office,Fort Lauderdale,Florida,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",41.424,2,0.2,8.2848
2015/12/27,Standard Class,Tracy Collins,Home Office,Columbus,Ohio,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.132,2,0.7,-2.61
2014/11/1,Standard Class,Jonathan Doherty,Corporate,Los Angeles,California,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,0,282.2092
2014/9/5,Standard Class,Ivan Liston,Consumer,Houston,Texas,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,0.2,1.0269
2014/9/5,Standard Class,Ivan Liston,Consumer,Houston,Texas,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,0.2,7.0173
2012/7/5,Standard Class,Dennis Pardue,Home Office,Los Angeles,California,Office Supplies,Binders,Vinyl Sectional Post Binders,180.96,6,0.2,67.86
2013/2/27,First Class,Bill Tyler,Corporate,Altoona,Pennsylvania,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.419,3,0.7,-3.3879
2013/2/27,First Class,Bill Tyler,Corporate,Altoona,Pennsylvania,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.032,6,0.2,2.2044
2013/11/27,Standard Class,Jeremy Ellison,Consumer,New York City,New York,Office Supplies,Art,Peel-Off China Markers,29.79,3,0,12.5118
2012/1/28,Standard Class,Ed Jacobs,Consumer,San Diego,California,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0,14.3075
2012/1/28,Standard Class,Ed Jacobs,Consumer,San Diego,California,Furniture,Tables,Balt Split Level Computer Training Table,333,3,0.2,-16.65
2012/1/28,Standard Class,Ed Jacobs,Consumer,San Diego,California,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0,12.0252
2015/9/24,First Class,Bobby Elias,Consumer,Miami,Florida,Office Supplies,Paper,Xerox 1941,251.64,3,0.2,88.074
2015/11/5,First Class,Kelly Lampkin,Corporate,Greensboro,North Carolina,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468
2015/11/5,First Class,Kelly Lampkin,Corporate,Greensboro,North Carolina,Technology,Phones,Motorola Moto X,1359.96,5,0.2,118.9965
2014/10/15,Standard Class,Nathan Cano,Consumer,Jacksonville,North Carolina,Furniture,Chairs,SAFCO Folding Chair Trolley,102.592,1,0.2,10.2592
2014/10/15,Standard Class,Nathan Cano,Consumer,Jacksonville,North Carolina,Technology,Accessories,Maxell 4.7GB DVD-R,22.704,1,0.2,5.9598
2014/10/15,Standard Class,Nathan Cano,Consumer,Jacksonville,North Carolina,Office Supplies,Paper,Xerox 1944,93.024,3,0.2,33.7212
2014/10/15,Standard Class,Nathan Cano,Consumer,Jacksonville,North Carolina,Office Supplies,Paper,Staple remover,12.768,2,0.2,1.4364
2014/10/15,Standard Class,Nathan Cano,Consumer,Jacksonville,North Carolina,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",35.008,4,0.2,13.128
2014/10/15,Standard Class,Nathan Cano,Consumer,Jacksonville,North Carolina,Office Supplies,Paper,Xerox 1916,39.152,1,0.2,14.682
2013/11/12,Standard Class,Anna Häberlin,Corporate,Plantation,Florida,Office Supplies,Art,Newell 317,11.76,5,0.2,1.323
2013/11/12,Standard Class,Anna Häberlin,Corporate,Plantation,Florida,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2,0.7,-4.0158
2013/11/12,Standard Class,Anna Häberlin,Corporate,Plantation,Florida,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296
2013/11/12,Standard Class,Anna Häberlin,Corporate,Plantation,Florida,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.039
2013/11/12,Standard Class,Anna Häberlin,Corporate,Plantation,Florida,Technology,Phones,VTech DS6151,100.792,1,0.2,10.0792
2013/11/12,Standard Class,Anna Häberlin,Corporate,Plantation,Florida,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,3,0.2,16.4403
2015/3/6,Same Day,Pete Kriz,Consumer,Milwaukee,Wisconsin,Office Supplies,Labels,Avery 515,25.06,2,0,11.7782
2013/11/5,Standard Class,Nathan Gelder,Consumer,Quincy,Illinois,Office Supplies,Labels,Avery 476,19.824,6,0.2,6.4428
2014/7/9,Same Day,Zuschuss Donatelli,Consumer,Jacksonville,Florida,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,0.2,51.4975
2014/7/9,Same Day,Zuschuss Donatelli,Consumer,Jacksonville,Florida,Office Supplies,Paper,Xerox 1921,15.984,2,0.2,4.995
2015/10/10,Standard Class,Harry Greene,Consumer,New York City,New York,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,12.816,3,0.2,4.3254
2015/10/10,Standard Class,Harry Greene,Consumer,New York City,New York,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352,3,0.2,-15.7176
2015/10/10,Standard Class,Harry Greene,Consumer,New York City,New York,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,2,0,8.9206
2015/10/10,Standard Class,Harry Greene,Consumer,New York City,New York,Office Supplies,Binders,Durable Pressboard Binders,18.24,6,0.2,6.156
2013/9/14,Standard Class,Craig Carroll,Consumer,New York City,New York,Office Supplies,Storage,Economy Rollaway Files,991.2,6,0,257.712
2013/9/14,Standard Class,Craig Carroll,Consumer,New York City,New York,Technology,Copiers,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994
2013/9/14,Standard Class,Craig Carroll,Consumer,New York City,New York,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,12.96,9,0.2,4.536
2012/10/7,Standard Class,John Grady,Corporate,Dallas,Texas,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",107.44,10,0.2,10.744
2015/5/8,Standard Class,Rick Wilson,Corporate,Detroit,Michigan,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5,0,423.0085
2015/5/8,Standard Class,Rick Wilson,Corporate,Detroit,Michigan,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,26.64,1,0,7.4592
2015/5/8,Standard Class,Rick Wilson,Corporate,Detroit,Michigan,Furniture,Chairs,Safco Contoured Stacking Chairs,476.8,2,0,119.2
2015/5/8,Standard Class,Rick Wilson,Corporate,Detroit,Michigan,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,87.444,2,0.1,18.4604
2012/11/24,Same Day,Muhammed Yedwab,Corporate,Columbus,Ohio,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97,5,0.4,-209.994
2012/11/24,Same Day,Muhammed Yedwab,Corporate,Columbus,Ohio,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,611.058,3,0.3,-34.9176
2012/4/8,Standard Class,Jim Mitchum,Corporate,Glendale,Arizona,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2,0.2,0.8288
2012/4/8,Standard Class,Jim Mitchum,Corporate,Glendale,Arizona,Office Supplies,Paper,Things To Do Today Spiral Book,19.008,3,0.2,6.8904
2012/10/28,First Class,Todd Sumrall,Corporate,Los Angeles,California,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
2012/10/28,First Class,Todd Sumrall,Corporate,Los Angeles,California,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,6.28,2,0,0.0628
2012/10/28,First Class,Todd Sumrall,Corporate,Los Angeles,California,Office Supplies,Supplies,Premier Automatic Letter Opener,480.74,2,0,14.4222
2012/10/28,First Class,Todd Sumrall,Corporate,Los Angeles,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,616.998,6,0.15,-36.294
2012/10/28,First Class,Todd Sumrall,Corporate,Los Angeles,California,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0,38.178
2015/11/26,Second Class,Sam Zeldin,Home Office,Canton,Michigan,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0,0
2015/11/27,First Class,Guy Thornton,Consumer,Rockford,Illinois,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,8,0.8,-53.7088
2015/6/7,Standard Class,Gary Hansen,Home Office,San Francisco,California,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,1,0,2.178
2015/6/7,Standard Class,Gary Hansen,Home Office,San Francisco,California,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4,5,0,0
2015/10/24,Second Class,Darrin Martin,Consumer,San Antonio,Texas,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237
2015/10/24,Second Class,Darrin Martin,Consumer,San Antonio,Texas,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,0.2,51.4975
2015/10/24,Second Class,Darrin Martin,Consumer,San Antonio,Texas,Office Supplies,Art,Newell 320,10.272,3,0.2,0.8988
2015/2/18,Standard Class,Julie Kriz,Home Office,Chicago,Illinois,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96,3,0.5,-269.3376
2015/2/18,Standard Class,Julie Kriz,Home Office,Chicago,Illinois,Technology,Phones,LG Exalt,124.792,1,0.2,10.9193
2012/5/3,Standard Class,Nathan Cano,Consumer,Yonkers,New York,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2,14.5638
2012/5/3,Standard Class,Nathan Cano,Consumer,Yonkers,New York,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498
2015/10/18,Second Class,Astrea Jones,Consumer,San Diego,California,Office Supplies,Art,Economy #2 Pencils,10.64,4,0,2.7664
2013/11/28,Standard Class,Lena Creighton,Consumer,Champaign,Illinois,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",151.96,5,0.6,-182.352
2012/7/27,Second Class,Giulietta Weimer,Consumer,San Francisco,California,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,0,38.08
2015/4/24,Second Class,Sean Christensen,Consumer,Lawrence,Indiana,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,6,0,55.9224
2013/10/23,Second Class,Jay Fein,Consumer,San Diego,California,Technology,Accessories,Maxell DVD-RAM Discs,148.32,9,0,63.7776
2013/10/23,Second Class,Jay Fein,Consumer,San Diego,California,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",240.784,1,0.2,27.0882
2013/10/23,Second Class,Jay Fein,Consumer,San Diego,California,Furniture,Chairs,Global Chrome Stack Chair,191.968,7,0.2,16.7972
2013/10/23,Second Class,Jay Fein,Consumer,San Diego,California,Office Supplies,Paper,Xerox 196,11.56,2,0,5.6644
2013/10/23,Second Class,Jay Fein,Consumer,San Diego,California,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11.8,4,0,5.664
2013/10/23,Second Class,Jay Fein,Consumer,San Diego,California,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352,3,0.2,42.1176
2014/10/29,Standard Class,Emily Phan,Consumer,Tampa,Florida,Office Supplies,Binders,Canvas Sectional Post Binders,38.19,5,0.7,-26.733
2012/4/5,First Class,John Grady,Corporate,Decatur,Illinois,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",49.632,4,0.2,3.7224
2012/4/5,First Class,John Grady,Corporate,Decatur,Illinois,Office Supplies,Storage,Adjustable Personal File Tote,52.096,4,0.2,3.9072
2013/6/15,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,Office Supplies,Paper,Xerox 1895,9.568,2,0.2,2.99
2013/6/15,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2,0.2,-19.5624
2013/6/15,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",364.704,6,0.2,-36.4704
2013/6/15,Standard Class,Peter Fuller,Consumer,Gilbert,Arizona,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",40.256,4,0.2,11.0704
2015/1/30,Standard Class,Clytie Kelty,Consumer,Chicago,Illinois,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128,4,0.8,-20.6176
2014/3/4,Second Class,Craig Carreira,Consumer,Bloomington,Indiana,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0,37.758
2012/6/2,Standard Class,Stewart Visinsky,Consumer,Roswell,Georgia,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",8.56,2,0,2.6536
2012/6/2,Standard Class,Stewart Visinsky,Consumer,Roswell,Georgia,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3,0,67.1916
2012/6/2,Standard Class,Stewart Visinsky,Consumer,Roswell,Georgia,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",356.94,2,0,107.082
2014/11/25,Standard Class,Sung Pak,Corporate,Los Angeles,California,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.767
2014/11/25,Standard Class,Sung Pak,Corporate,Los Angeles,California,Furniture,Chairs,Global Leather Executive Chair,1684.752,6,0.2,210.594
2014/11/25,Standard Class,Sung Pak,Corporate,Los Angeles,California,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,559.92,8,0,190.3728
2014/11/11,Standard Class,Maxwell Schwartz,Consumer,Houston,Texas,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,279.944,7,0.2,48.9902
2012/11/22,Standard Class,Tony Chapman,Home Office,Bolingbrook,Illinois,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9.98,5,0.8,-16.467
2015/12/8,Standard Class,David Smith,Corporate,San Antonio,Texas,Office Supplies,Fasteners,Binder Clips by OIC,3.552,3,0.2,1.2432
2015/12/8,Standard Class,David Smith,Corporate,San Antonio,Texas,Office Supplies,Paper,Xerox 1995,15.552,3,0.2,5.4432
2015/12/1,Standard Class,Stuart Calhoun,Consumer,Edinburg,Texas,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2,0.2,0.8288
2015/12/8,First Class,Shahid Hopkins,Consumer,Toledo,Ohio,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,127.984,2,0.2,25.5968
2013/1/3,Standard Class,Sylvia Foulston,Corporate,Baytown,Texas,Office Supplies,Paper,Xerox 21,10.368,2,0.2,3.6288
2013/11/14,Standard Class,Maureen Gastineau,Home Office,Philadelphia,Pennsylvania,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,47.984,2,0.2,-1.1996
2013/10/2,Second Class,Christopher Schild,Home Office,Los Angeles,California,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,0,75.6952
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,98.112,7,0.2,18.396
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,0.2,21.1428
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Office Supplies,Binders,Cardinal Slant-D Ring Binders,10.428,4,0.7,-6.952
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,4,0.2,-68.392
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,5,0.4,-3.2175
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Technology,Phones,Speck Products Candyshell Flip Case,41.988,2,0.4,-9.7972
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",7.584,1,0.2,2.37
2013/4/5,Standard Class,Valerie Takahito,Home Office,Philadelphia,Pennsylvania,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",352.45,5,0.5,-211.47
2015/6/6,First Class,Adrian Barton,Consumer,Pearland,Texas,Technology,Phones,LG G3,470.376,3,0.2,52.9173
2015/9/19,Standard Class,Muhammed MacIntyre,Corporate,New York City,New York,Office Supplies,Paper,Xerox 203,19.44,3,0,9.3312
2015/9/19,Standard Class,Muhammed MacIntyre,Corporate,New York City,New York,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0,3.2406
2015/7/19,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",801.6,5,0.5,-448.896
2015/7/19,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",161.568,2,0.2,10.098
2015/7/19,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,16.096,2,0.2,5.2312
2015/7/19,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,Office Supplies,Binders,Acco Expandable Hanging Binders,7.656,4,0.7,-6.1248
2015/7/19,Standard Class,Maris LaWare,Consumer,Phoenix,Arizona,Furniture,Chairs,High-Back Leather Manager's Chair,311.976,3,0.2,-42.8967
2013/12/1,Standard Class,Keith Dawkins,Corporate,Chesapeake,Virginia,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68,4,0,16.6536
2013/12/1,Standard Class,Keith Dawkins,Corporate,Chesapeake,Virginia,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",63.96,4,0,30.7008
2014/6/29,Second Class,Roland Fjeld,Consumer,Chicago,Illinois,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,359.976,3,0.2,35.9976
2015/8/29,Standard Class,Sean Christensen,Consumer,Chicago,Illinois,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92
2015/8/29,Standard Class,Sean Christensen,Consumer,Chicago,Illinois,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),26.72,5,0.2,9.352
2012/9/17,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2,0,1.2112
2012/9/17,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,0,16.2204
2012/9/17,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292
2012/9/17,Standard Class,Bradley Nguyen,Consumer,Seattle,Washington,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185
2014/3/15,First Class,John Stevenson,Consumer,Harlingen,Texas,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",241.332,5,0.32,-14.196
2014/3/15,First Class,John Stevenson,Consumer,Harlingen,Texas,Office Supplies,Paper,Xerox 1993,5.184,1,0.2,1.8792
2014/3/15,First Class,John Stevenson,Consumer,Harlingen,Texas,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544,7,0.2,16.3737
2014/8/27,Standard Class,Vivek Grady,Corporate,Philadelphia,Pennsylvania,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,3,0.2,1.6416
2014/8/27,Standard Class,Vivek Grady,Corporate,Philadelphia,Pennsylvania,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956
2015/9/3,Standard Class,Anthony Witt,Consumer,Bakersfield,California,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",9.4,5,0,2.726
2015/9/3,Standard Class,Anthony Witt,Consumer,Bakersfield,California,Office Supplies,Labels,Avery 505,74,5,0,37
2015/9/3,Standard Class,Anthony Witt,Consumer,Bakersfield,California,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2,0.2,12.599
2013/6/16,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Texas,Furniture,Chairs,Staple envelope,28.752,3,0.2,9.3444
2013/6/16,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Texas,Office Supplies,Paper,Xerox 188,27.216,3,0.2,9.8658
2013/6/16,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Texas,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.372,2,0.3,-25.3764
2014/12/11,Same Day,Mark Hamilton,Consumer,Greenwood,Indiana,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1424.9,5,0,356.225
2015/5/19,Standard Class,Toby Swindell,Consumer,New York City,New York,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,2,0,6.2608
2015/5/19,Standard Class,Toby Swindell,Consumer,New York City,New York,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048,1,0.2,1.0287
2014/6/24,Standard Class,Maureen Gnade,Consumer,Buffalo,New York,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17,7,0,16.7034
2014/5/17,Second Class,Denny Ordway,Consumer,Los Angeles,California,Office Supplies,Paper,Xerox 196,17.34,3,0,8.4966
2015/11/19,Standard Class,Art Ferguson,Consumer,Homestead,Florida,Office Supplies,Paper,Xerox 194,44.384,1,0.2,15.5344
2015/11/19,Standard Class,Art Ferguson,Consumer,Homestead,Florida,Office Supplies,Paper,Staple remover,2.944,1,0.2,-0.6624
2014/11/19,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Office Supplies,Art,4009 Highlighters by Sanford,6.368,2,0.2,1.0348
2014/11/19,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",48.848,2,0.2,15.8756
2014/11/19,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Office Supplies,Paper,Xerox 1881,19.648,2,0.2,6.6312
2014/11/19,Standard Class,Steve Nguyen,Home Office,Pasadena,Texas,Furniture,Chairs,"Global Value Steno Chair, Gray",255.108,6,0.3,-18.222
2012/11/28,Second Class,Mary O'Rourke,Consumer,Freeport,New York,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.0368
2012/4/4,Standard Class,Maurice Satty,Consumer,Detroit,Michigan,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47,1,0,2.3521
2012/4/4,Standard Class,Maurice Satty,Consumer,Detroit,Michigan,Office Supplies,Art,Newell 319,79.36,4,0,23.808
2014/6/27,Standard Class,Duane Noonan,Consumer,San Francisco,California,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0,6.4206
2013/10/19,Standard Class,Nicole Hansen,Corporate,Detroit,Michigan,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28,6,0,17.6088
2013/10/19,Standard Class,Nicole Hansen,Corporate,Detroit,Michigan,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,149.95,5,0,44.985
2015/2/20,First Class,Emily Ducich,Home Office,Los Angeles,California,Office Supplies,Art,Newell 320,12.84,3,0,3.4668
2015/2/20,First Class,Emily Ducich,Home Office,Los Angeles,California,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,3,0,12.0609
2014/9/23,Standard Class,Pierre Wener,Consumer,Philadelphia,Pennsylvania,Office Supplies,Art,Newell 348,7.872,3,0.2,0.8856
2012/11/12,Second Class,Denise Monton,Corporate,Asheville,North Carolina,Office Supplies,Art,Newell 350,7.872,3,0.2,0.8856
